id,rooms,address,price,lat,lon,canton
4512,3,"Neuchâtel, Rue de l'Ecluse 36D",1508,46.9930395,6.9246697,neuchatel
4513,5.5,"Le Locle, Route de la Jaluse 5A",1090,47.0511142,6.7513145,neuchatel
4514,3.5,"Le Locle, Crêt-Vaillant 27",1050,47.0602537,6.7518544,neuchatel
4515,3.5,"La Chaux-de-Fonds, Neuve 5",1080,47.1222537,6.8338305,neuchatel
4516,3,"La Chaux-de-Fonds, Rue du Tertre 2",691,47.0978374,6.8142490,neuchatel
4517,3.5,"Le Locle, Rue des Primevères 7",720,47.0519635,6.7505973,neuchatel
4518,3,"La Chaux-de-Fonds, Rue du Docteur-de-Quervain 6",955,47.1120798,6.8289472,neuchatel
4519,4,"La Chaux-de-Fonds, Rue Louis-Agassiz 8",1200,47.0971946,6.8121954,neuchatel
4520,4.5,"2300 La Chaux-de-Fonds, Contact agency for the address",1370,47.1182853,6.8425219,neuchatel
4521,4.5,"Neuchâtel, Fbg du Lac 35",1870,46.9938083,6.9357079,neuchatel
4522,2.5,"Le Locle, Rue Girardet 60",560,47.0620741,6.7559527,neuchatel
4523,2.5,"Neuchâtel, Rue de la Dîme 60",1050,47.0096080,6.9652362,neuchatel
4524,2.5,"Neuchâtel, Fbg du Lac 35",1225,46.9938083,6.9357079,neuchatel
4525,3,"La Chaux-de-Fonds, Eclair 8a",800,47.0932981,6.8069809,neuchatel
4526,1.5,"St-Blaise, Maigroge 12 - côté Est",780,47.0141964,6.9820174,neuchatel
4527,4.5,"Boudry, Rue Louis-Favre 40",1400,46.9489512,6.8356709,neuchatel
4528,3,"Le Locle, Route de la Jaluse 5A",875,47.0511142,6.7513145,neuchatel
4529,3,"La Chaux-de-Fonds, Croix - Fédérale 27c",920,47.1074223,6.8429821,neuchatel
4530,4,"Neuchâtel, Liserons 2",1140,47.0002723,6.9428414,neuchatel
4531,2.5,"La Chaux-de-Fonds, Avenue Léopold-Robert 145b",1025,47.0951723,6.8177856,neuchatel
4532,2.5,"La Chaux-de-Fonds, Avenue Léopold-Robert 145b",915,47.0951723,6.8177856,neuchatel
4533,2.5,"La Chaux-de-Fonds, Avenue Léopold-Robert 145b",1045,47.0951723,6.8177856,neuchatel
4534,3.5,"La Chaux-de-Fonds, rue de la Charrière 68",1050,47.1098955,6.8322184,neuchatel
4535,4.5,"Neuchâtel, Rue de l'Evole 56-58",1570,46.9876864,6.9168172,neuchatel
4536,1,"La Chaux-de-Fonds, Paix 19",590,47.1035159,6.8270163,neuchatel
4537,3.5,"La Chaux-de-Fonds, Avenue Léopold-Robert 145b",1255,47.0951723,6.8177856,neuchatel
4538,3,"La Chaux-de-Fonds, Eclair 8a",685,47.0932525,6.8070080,neuchatel
4539,1,"Marin-Epagnier, Rue des Couviers 4",900,47.0076073,7.0038124,neuchatel
4540,2.5,"La Chaux-de-Fonds, Temple-Allemand 101",770,47.1013845,6.8205885,neuchatel
4541,2.5,"Le Locle, Rue Georges-Favre 2",660,47.0544860,6.7409976,neuchatel
4542,3.5,"Les Ponts-de-Martel, Grande-Rue 42",810,46.9982552,6.7291866,neuchatel
4543,4,"La Chaux-de-Fonds, Avenue Charles-Naine 18",1140,47.0924725,6.8080685,neuchatel
4544,4.5,"Neuchâtel, avenue du vignoble 4",3175,47.0055995,6.9580710,neuchatel
4545,2,"La Chaux-de-Fonds, Epargne 12",800,47.1107928,6.8300912,neuchatel
4546,3.5,"Neuchâtel, Rue du Tertre 10",1995,46.9943795,6.9304387,neuchatel
4547,3,"La Chaux-de-Fonds, Rue des Crêtets 139",945,47.0897838,6.8151248,neuchatel
4548,3.5,"La Chaux-de-Fonds, rue de la Serre 77",920,47.0999106,6.8239695,neuchatel
4549,2.5,"Neuchâtel, Rue de l'Ecluse 57",1350,46.9923082,6.9222394,neuchatel
4550,3,"Coffrane, Chemin de la Dîme 3",975,47.0092340,6.8611674,neuchatel
4551,3.5,"La Chaux-de-Fonds, Avenue Léopold-Robert 114",1060,47.0965862,6.8190542,neuchatel
4552,4.5,"Neuchâtel, Rue de Beauregard 18",1540,46.9865911,6.9076103,neuchatel
4553,4.5,"Neuchâtel, Rue du Vully 20",1425,47.0108712,6.9607705,neuchatel
4554,3.5,"Marin-Epagnier, Rue de la Gare 16/18",1540,47.0088407,7.0079187,neuchatel
4555,5.5,"La Chaux-de-Fonds, Rue de l'Industrie 30",1300,47.1068833,6.8333451,neuchatel
4556,3,"Neuchâtel, Rue de Champréveyres 16",1220,47.0069367,6.9646187,neuchatel
4557,4,"Neuchâtel, Rue de la Coquemène 5",1668,46.9817441,6.9032525,neuchatel
4558,4,"La Chaux-de-Fonds, Jaquet-Droz 39",1100,47.1004100,6.8283030,neuchatel
4559,4,"La Chaux-de-Fonds, Rue des Crêtets 82",1270,47.0950274,6.8229253,neuchatel
4560,4,"La Chaux-de-Fonds, Rue du Bois-Noir 74-76-78",990,47.0913872,6.8042751,neuchatel
4561,3,"St-Blaise, Sous-les-Vignes 6",1050,47.0115268,6.9913096,neuchatel
4562,2.5,"Le Locle, Malakoff 24",680,47.0602960,6.7566434,neuchatel
4563,2.5,"La Chaux-de-Fonds, Rue du parc 37",860,47.1021139,6.8263361,neuchatel
4564,3,"La Chaux-de-Fonds, Rue du Bois-Noir 41",800,47.0925580,6.8074303,neuchatel
4565,2,"Boudry, Faubourg Philippe-Suchard 21",950,46.9548290,6.8316857,neuchatel
4566,3.5,"Cornaux NE, Rue du Vignoble 66",1150,47.0352931,7.0130340,neuchatel
4567,4,"Geneva, 14 avenue Krieg",2750,46.1961162,6.1626800,geneva
4568,3,"Geneva, rue eugène pittard",2740,46.1911574,6.1630230,geneva
4569,4.5,"Geneva, place des phylosophes 6",4000,46.1965558,6.1447385,geneva
4570,3.5,"Geneva, rue de zurich 3",2650,46.2111095,6.1485074,geneva
4571,2.5,"Geneva, 36, place du Bourg-de-Four",3200,46.1998058,6.1480590,geneva
4572,5,"Carouge GE, opportunité à Carouge",3900,46.1789920,6.1416784,geneva
4573,4,"Chêne-Bougeries, Chemin de la Gradelle",5400,46.2043083,6.1850968,geneva
4574,1,"Carouge GE, Rue des Noirettes 20",2700,46.1890209,6.1345744,geneva
4575,6,"1204 Geneva, Contact agency for the address",10400,46.2031575,6.1443564,geneva
4576,6,"Geneva, 2, rue du Puits-Saint-Pierre",6300,46.2016811,6.1473945,geneva
4577,2.5,"Geneva, 36, place du Bourg-de-Four",3000,46.1998058,6.1480590,geneva
4578,4,"Geneva, Rue Saint-Laurent 2",6990,46.2002124,6.1563369,geneva
4579,2.5,"Geneva, 36, place du Bourg-de-Four",3500,46.1998058,6.1480590,geneva
4580,6,"Geneva, 26, chemin Colladon",4269,46.2234954,6.1235029,geneva
4581,5,"1204 Geneva, Contact agency for the address",7000,46.2027876,6.1445937,geneva
4582,7,"1254 Jussy, Contact agency for the address",5000,46.2336610,6.2663320,geneva
4583,4,"Geneva, Rue Saint-Laurent 2",6990,46.2002124,6.1563369,geneva
4584,3.5,"Geneva, 35, rue de la Servette",2393,46.2103474,6.1365024,geneva
4585,4.5,"Geneva, Route de Florissant 89",4500,46.1911504,6.1667849,geneva
4586,4.5,"Geneva, 6, chemin De-Normandie",3400,46.1901471,6.1620877,geneva
4587,5,"Geneva, 26, chemin Colladon",4212,46.2234954,6.1235029,geneva
4588,4,"Geneva, 2, rue de Fribourg",2800,46.2102335,6.1450615,geneva
4589,8,"Geneva, cours des bastions 16",6800,46.1967717,6.1493734,geneva
4590,4,"Geneva, 14, rue du Dauphiné",1962,46.2102057,6.1244375,geneva
4591,4.5,"1208 Geneva, Contact agency for the address",3400,46.1951847,6.1625603,geneva
4592,3,"Grand-Lancy, Chemin de Compostelle 19",1650,46.1698963,6.1321777,geneva
4593,4,"Versoix, Route de Sauverny 41",1850,46.2858617,6.1604338,geneva
4594,N/A,"1205 Geneva, Contact agency for the address",2660,46.1899388,6.1425325,geneva
4595,5,"1201 Geneva, Contact agency for the address",2850,46.2092774,6.1429055,geneva
4596,4.5,"Geneva, Rue Liotard 2",4200,46.2094291,6.1348293,geneva
4597,2.5,"Geneva, Rue de Savoie 7",1410,46.2006017,6.1674423,geneva
4598,6.5,"Geneva, Rue Henri-Frédéric-Amiel 9",5500,46.2069994,6.1317983,geneva
4599,N/A,"Vésenaz, chemin du clos-alpestre 8 a",2100,46.2409299,6.2081484,geneva
4600,4,"Geneva, Rue des Buis 5",2850,46.2138578,6.1487954,geneva
4601,1.5,"1203 Geneva, Contact agency for the address",1900,46.2102607,6.1183601,geneva
4602,4.5,"1201 Geneva, Contact agency for the address",4700,46.2116150,6.1493722,geneva
4603,4,"1218 Le Grand-Saconnex, Contact agency for the address",4200,46.2331242,6.1279456,geneva
4604,7,"1213 Petit-Lancy, Contact agency for the address",5000,46.1882618,6.1132021,geneva
4605,5,"Geneva, Rue de Lausanne",6000,46.2211396,6.1407388,geneva
4606,5,"1207 Geneva, Contact agency for the address",4300,46.2068867,6.1642760,geneva
4607,3.5,"Geneva, Rue Michel-Servet 12",3650,46.1930546,6.1524019,geneva
4608,6,"1209 Geneva, Contact agency for the address",5700,46.2212810,6.1236556,geneva
4609,5,"1208 Geneva, Contact agency for the address",3786,46.1979847,6.1607686,geneva
4610,6,"1246 Corsier GE, Contact agency for the address",4500,46.2665386,6.2190633,geneva
4611,3.5,"Geneva, Rue Jean-Etienne-Liotard 17",1800,46.2096516,6.1330194,geneva
4612,5,"Bernex, Chemin de la Distillerie, 14A",3980,46.1777398,6.0766353,geneva
4613,N/A,"1255 Veyrier, Contact agency for the address",2650,46.1708672,6.1767281,geneva
4614,4.5,"1206 Geneva, Contact agency for the address",4200,46.1913806,6.1533631,geneva
4615,3,"Les Acacias, Rue du Grand-Bureau 3",1970,46.1913612,6.1382400,geneva
4616,3.5,"Geneva, Rue de l'Aubépine 10",2350,46.1894246,6.1445183,geneva
4617,5,"Geneva, A Genève",3170,46.1900134,6.1670121,geneva
4618,6,"Geneva, Rue Lamartine 1",5000,46.2040617,6.1446195,geneva
4619,3.5,"1206 Geneva, Contact agency for the address",2894,46.1917614,6.1559161,geneva
4620,4,"1205 Geneva, Contact agency for the address",2660,46.1893272,6.1449179,geneva
4621,5,"1209 Geneva, Contact agency for the address",5800,46.2221323,6.1272320,geneva
4622,1,"Geneva, Ch. des Crêts de Champel",1353,46.2094219,6.1456952,geneva
4623,4,"1219 Châtelaine, Contact agency for the address",1544,46.2122462,6.1059869,geneva
4624,5,"1207 Geneva, Contact agency for the address",5000,46.2047804,6.1627470,geneva
4625,3,"Geneva, Rue Baudit, 6",2006,46.2101811,6.1385785,geneva
4626,5,"1255 Veyrier, Contact agency for the address",2800,46.1654356,6.1751364,geneva
4627,5,"1290 Versoix, Contact agency for the address",3450,46.2886094,6.1639941,geneva
4628,1,"1207 Geneva, Contact agency for the address",1360,46.2015581,6.1621925,geneva
4629,5,"1208 Geneva, Contact agency for the address",3890,46.1994989,6.1705434,geneva
4630,3,"Geneva, Avenue Wendt 61",2050,46.2132853,6.1287051,geneva
4631,2,"1209 Geneva, Contact agency for the address",3500,46.2189131,6.1185214,geneva
4632,3,"1255 Veyrier, Contact agency for the address",1750,46.1690260,6.1750594,geneva
4633,2,"Carouge GE, Rue des Moraines 11",950,46.1828909,6.1434035,geneva
4634,8,"Geneva, Rue de Coutance 10",8250,46.2062647,6.1428575,geneva
4635,6.5,"Grand-Lancy, Chemin des Palettes 15",3500,46.1757072,6.1205571,geneva
4636,5,"1219 Châtelaine, Contact agency for the address",4200,46.2089601,6.1102681,geneva
4637,6,"1223 Cologny, Contact agency for the address",6000,46.2212433,6.1840949,geneva
4638,N/A,"1207 Geneva, Contact agency for the address",3400,46.2055054,6.1655734,geneva
4639,3,"1233 Bernex, Contact agency for the address",3000,46.1770152,6.0779826,geneva
4640,4,"Geneva, Route de Florissant 11",4049,46.1964160,6.1555263,geneva
4641,3,"Geneva, Rue du Vélodrome 9",1950,46.2003691,6.1307711,geneva
4642,2,"Geneva, Rue des Délices 3",1500,46.2061637,6.1324649,geneva
4643,4,"Geneva, Rue de Montbrillant 86",2740,46.2199800,6.1414810,geneva
4644,5,"1201 Geneva, Contact agency for the address",7000,46.2130193,6.1479084,geneva
4645,1,"Geneva, Rue Pradier",1400,46.2102248,6.1442883,geneva
4646,N/A,"Geneva, Rue Montchoisy 7",2700,46.2035944,6.1452368,geneva
4647,1,"Geneva, Rue des Pénates 3",775,46.2059458,6.1308710,geneva
4648,3,"1252 Meinier, Contact agency for the address",2100,46.2462008,6.2330053,geneva
4649,5.5,"Geneva, Quai Gustave-Ador 24",5200,46.2055029,6.1579067,geneva
4650,4,"1205 Geneva, Contact agency for the address",2160,46.1934486,6.1504330,geneva
4651,2,"Geneva, Rue de Lausanne 49",1550,46.2140964,6.1458187,geneva
4652,4,"Geneva, Rue Du-Bois-Melly 4",1882,46.1966812,6.1391388,geneva
4653,4.5,"Geneva, Rue de la Dôle",4000,46.2073520,6.1312555,geneva
4654,5.5,"Cologny, Plateau de Frontenex",8700,46.2063983,6.1754856,geneva
4655,3.5,"Geneva, Saint jean",2500,46.2050026,6.1284393,geneva
4656,5,"1219 Châtelaine, Contact agency for the address",4500,46.2141930,6.1082899,geneva
4657,3.5,"1247 Anières, Contact agency for the address",2250,46.2764307,6.2265531,geneva
4658,3,"Geneva, 7, rue Guye",2125,46.2094873,6.1248709,geneva
4659,3,"Geneva, 1, rue Guye",2050,46.2089591,6.1246408,geneva
4660,3,"Vessy, chemin Sur-Rang",3200,46.1739453,6.1472141,geneva
4661,1,"1207 Geneva, Contact agency for the address",2400,46.2014106,6.1649546,geneva
4662,2,"1207 Geneva, Contact agency for the address",2300,46.2048291,6.1623312,geneva
4663,N/A,"1201 Geneva, Contact agency for the address",3462,46.2089935,6.1373919,geneva
4664,3,"Geneva, Rue Voltaire 2",2350,46.2072682,6.1393610,geneva
4665,2,"1204 Geneva, Contact agency for the address",2500,46.2020893,6.1470435,geneva
4666,1,"1203 Geneva, Contact agency for the address",780,46.2056007,6.1157792,geneva
4667,1.5,"Geneva, Rue Monnier 7",1800,46.1950598,6.1530077,geneva
4668,2.5,"Geneva, Chemin Frank-THOMAS 32",2500,46.2028511,6.1684751,geneva
4669,3,"1204 Geneva, Contact agency for the address",2900,46.2036057,6.1453448,geneva
4670,2,"1205 Geneva, Contact agency for the address",2220,46.1942985,6.1493382,geneva
4671,2,"Geneva, Place du Bourg-de-Four 9",2500,46.1999785,6.1494067,geneva
4672,5,"Geneva, Chemin de la Florence",5250,46.1939413,6.1706848,geneva
4673,5,"1207 Geneva, Contact agency for the address",4500,46.1999387,6.1638670,geneva
4674,5,"Versoix, Route de Suisse",3450,46.2789208,6.1677733,geneva
4675,6,"Cologny, Chemin de la Tulette 3C",5600,46.2063940,6.1827668,geneva
4676,2,"1209 Geneva, Contact agency for the address",1300,46.2206556,6.1253777,geneva
4677,4,"1227 Carouge GE, Contact agency for the address",3174,46.1816329,6.1386829,geneva
4678,5,"1233 Bernex, Contact agency for the address",3600,46.1738656,6.0706512,geneva
4679,5,"1206 Geneva, Contact agency for the address",5800,46.1896680,6.1575489,geneva
4680,3.5,"Geneva, Rue du Vélodrome 9",2400,46.2003691,6.1307711,geneva
4681,4,"Geneva, Grand-Rue 10",4100,46.2020863,6.1451278,geneva
4682,3,"Geneva, 27, avenue de Miremont",2160,46.1893429,6.1568125,geneva
4683,4,"Grand-Lancy, 5, chemin des Mésanges",2600,46.1792168,6.1188582,geneva
4684,7.5,"Geneva, Chemin des Crêts de Champel",5400,46.1882059,6.1559698,geneva
4685,4,"Chêne-Bougeries, Chemin de la Montagne 134",2100,46.2050050,6.2003322,geneva
4686,3,"Geneva, 1209 Genève",2500,46.2196641,6.1218851,geneva
4687,5,"Versoix, Ch. Du Petit-Montfleury 6",2600,46.2908898,6.1633035,geneva
4688,5,"Chêne-Bougeries, Chemin de la Montagne 118",3000,46.2038592,6.2010674,geneva
4689,7,"La Croix-de-Rozon, Route des Hospitaliers, 121",3850,46.1465466,6.1363729,geneva
4690,3,"Geneva, boulevard du pont d'arve 49",2340,46.1943921,6.1414808,geneva
4691,7,"1206 Geneva, Contact agency for the address",8500,46.1873466,6.1514264,geneva
4692,2,"Geneva, Rue des Eaux - Vives 6",1900,46.2030063,6.1573667,geneva
4693,3,"Geneva, 7, rue Guye",2050,46.2094873,6.1248709,geneva
4694,6,"Geneva, Rue Sismondi 9",3400,46.2099948,6.1471052,geneva
4695,5,"1218 Le Grand-Saconnex, Contact agency for the address",3850,46.2312405,6.1236413,geneva
4696,4,"Bernex, chemin de saule 100",2590,46.1756957,6.0668116,geneva
4697,2,"1205 Geneva, Contact agency for the address",1500,46.1910546,6.1439705,geneva
4698,1.5,"Geneva, Place du Bourg-de-Four 13",1500,46.1999283,6.1491362,geneva
4699,6,"Geneva, Rue des Marbriers 2",4500,46.2022296,6.1391570,geneva
4700,3,"Geneva, 12D, route de Meyrin",1930,46.2151541,6.1279236,geneva
4701,1.5,"1232 Confignon, Contact agency for the address",1967,46.1776205,6.0803572,geneva
4702,7.5,"1206 Geneva, Contact agency for the address",11000,46.1932875,6.1591972,geneva
4703,1,"1212 Grand-Lancy, Contact agency for the address",1770,46.1764126,6.1205562,geneva
4704,2,"Geneva, Rue Cavour 22",1370,46.2073623,6.1328676,geneva
4705,3,"Geneva, Rue de Carouge 72-74",2080,46.1924568,6.1435472,geneva
4706,5,"Bernex, Chemin de la Distillerie 14A",3980,46.1777398,6.0766353,geneva
4707,4,"Collonge-Bellerive, Route d'Hermance 141",3600,46.2551729,6.2056526,geneva
4708,2,"Geneva, Rue des Deux-Ponts 17",1400,46.2016294,6.1308140,geneva
4709,5,"Vésenaz, Route d'Hermance 18 B",2188,46.2416927,6.1990079,geneva
4710,4.5,"Geneva, Quai Gustave-Ador 24",5000,46.2055029,6.1579067,geneva
4711,4,"Meyrin, 46, avenue de Vaudagne",3000,46.2328806,6.0786702,geneva
4712,6,"1218 Le Grand-Saconnex, Contact agency for the address",5000,46.2330350,6.1235410,geneva
4713,4,"Geneva, route de malagnou",2500,46.1964422,6.1652154,geneva
4714,1.5,"Geneva, Rue Cherbuliez",1750,46.2111569,6.1439385,geneva
4715,5.5,"Chêne-Bougeries, Place de l'Etrier 4",3000,46.2029728,6.1856402,geneva
4716,3,"Geneva, Route de Meyrin 3",2000,46.2152456,6.1242123,geneva
4717,5,"Le Grand-Saconnex, Route de Ferney 218",3780,46.2380824,6.1238387,geneva
4718,4,"Châtelaine, Chemin de Maisonneuve 9",2650,46.2122903,6.1121862,geneva
4719,4,"1227 Carouge GE, Contact agency for the address",3736,46.1794719,6.1390209,geneva
4720,4,"Chêne-Bougeries, Chemin de la Gradelle",5400,46.2033215,6.1886637,geneva
4721,7,"Geneva, Parc du Château-Banquet 12",6425,46.2169283,6.1496222,geneva
4722,2,"Carouge GE, Rue de la Filature",1500,46.1858200,6.1409200,geneva
4723,7,"Geneva, av. de Champel 61",5970,46.1908407,6.1524826,geneva
4724,5,"Geneva, Rue du Nant",3600,46.2023439,6.1607334,geneva
4725,5,"1219 Le Lignon, Contact agency for the address",3800,46.2015296,6.1015349,geneva
4726,3,"Geneva, Rue des Pâquis 16",2900,46.2105729,6.1488809,geneva
4727,4.5,"1207 Geneva, Contact agency for the address",4200,46.2044783,6.1615556,geneva
4728,3,"Geneva, Rue Guillaume-Farel",4800,46.2009298,6.1491599,geneva
4729,4,"Chêne-Bougeries, Chemin des Flombards 11",2540,46.1997028,6.1894499,geneva
4730,4,"1203 Geneva, Contact agency for the address",4250,46.2041920,6.1204451,geneva
4731,7,"Geneva, 4, cours des Bastions",10000,46.1980333,6.1474972,geneva
4732,1.5,"1204 Geneva, Contact agency for the address",2164,46.2038122,6.1449419,geneva
4733,4.5,"1209 Geneva, Contact agency for the address",7300,46.2195485,6.1265850,geneva
4734,4.5,"1292 Chambésy, Contact agency for the address",4080,46.2378105,6.1376299,geneva
4735,4,"Chambésy, chemin de l'Impératrice 12",3434,46.2305058,6.1440823,geneva
4736,4,"1201 Geneva, Contact agency for the address",2960,46.2116173,6.1442304,geneva
4737,4,"Meyrin, Avenue François-Besson",2000,46.2338037,6.0784140,geneva
4738,3,"Geneva, Rue de la Fontaine 7",3850,46.2016460,6.1499018,geneva
4739,5,"1227 Carouge GE, Contact agency for the address",4050,46.1854099,6.1380833,geneva
4740,5.5,"1208 Geneva, Contact agency for the address",4950,46.1996740,6.1681753,geneva
4741,5,"Thônex, Chemin Curé Desclouds 23",2890,46.1862681,6.1998374,geneva
4742,4,"Geneva, Rue Jean-Antoine-Gautier",4700,46.2136325,6.1496715,geneva
4743,4,"Geneva, Rue de l' Arquebuse 13",3500,46.2029670,6.1394777,geneva
4744,3,"Geneva, Rue Cherbuliez 2",2230,46.2037978,6.1582838,geneva
4745,6,"Geneva, Rue de Saint-Jean 74",4530,46.2054346,6.1354392,geneva
4746,6.5,"Athenaz (Avusy), Route d'Athenaz 3-3A-3B",2860,46.1544809,6.0061449,geneva
4747,1,"1208 Geneva, Contact agency for the address",1650,46.1986856,6.1573725,geneva
4748,1,"1218 Le Grand-Saconnex, Contact agency for the address",1185,46.2330188,6.1251553,geneva
4749,6,"Russin, Chemin des Apraits 6",4300,46.1857880,6.0143678,geneva
4750,6,"Thônex, Avenue Adrien-Jeandin 10",3000,46.1919702,6.2012113,geneva
4751,4,"Geneva, Chemin Colladon 6",3000,46.2225633,6.1253657,geneva
4752,4.5,"Versoix, Grand-Montfleury 16",2600,46.2932743,6.1629548,geneva
4753,1,"Geneva, Grand-Rue 14",2500,46.2019713,6.1453026,geneva
4754,4,"Bellevue, Chemin Aux-Folies 10",3600,46.2546257,6.1445350,geneva
4755,2.5,"Geneva, Rue Maunoir 19",2050,46.2032095,6.1611001,geneva
4756,3,"Chêne-Bougeries, Avenue des Cavaliers 17",2850,46.2021760,6.1836920,geneva
4757,3.5,"Chêne-Bougeries, Ch. de Grange-Canal",2900,46.2013957,6.1774518,geneva
4758,4.5,"1224 Chêne-Bougeries, Contact agency for the address",5400,46.1959580,6.1876193,geneva
4759,3,"Geneva, Guillaume-Farel 8",4800,46.2007282,6.1489141,geneva
4760,1,"Carouge GE, Rue de la Fontenette 18bis",500,46.1842071,6.1456869,geneva
4761,7,"1204 Geneva, Contact agency for the address",10000,46.2027366,6.1407172,geneva
4762,3.5,"Geneva, Rue de Savoie 7",2100,46.2006017,6.1674423,geneva
4763,1.5,"Geneva, Rue Goetz-Monin 24, 1205 Genève, Switzerland",2300,46.1942315,6.1469597,geneva
4764,3,"Geneva, Rue de Lausanne 47 bis",3300,46.2143412,6.1455252,geneva
4765,4,"Geneva, Rue des Eaux-Vives 94",4500,46.2053700,6.1607107,geneva
4766,3,"Le Grand-Saconnex, Chemin Taverney 14",1950,46.2293913,6.1186798,geneva
4767,1,"1219 Châtelaine, Contact agency for the address",1470,46.2121380,6.1051071,geneva
4768,7,"Grand-Lancy, Chemin des Semailles 9C",3919,46.1794705,6.1210465,geneva
4769,4.5,"1218 Le Grand-Saconnex, Contact agency for the address",7400,46.2321804,6.1223661,geneva
4770,5,"Chêne-Bougeries, Avenue des Amazones 4",3570,46.2030963,6.1871692,geneva
4771,3,"Geneva, Avenue Calas 5",2900,46.1896321,6.1540297,geneva
4772,4,"Geneva, Rue Argand 2",2700,46.2079346,6.1415865,geneva
4773,5,"Geneva, Boulevard des Tranchées 46",6200,46.1981120,6.1555842,geneva
4774,4,"Geneva, Rue Madame De-Staël 6",3800,46.2075483,6.1349920,geneva
4775,6,"1223 Cologny, Contact agency for the address",5700,46.2199966,6.1823062,geneva
4776,3,"Geneva, Bd Georges-Favon 20",2690,46.2024472,6.1398844,geneva
4777,6,"Cologny, Chemin de Planta",4800,46.2144682,6.1882547,geneva
4778,6.5,"Geneva, Chemin du Bois-Gentil 7",5300,46.2119275,6.1250674,geneva
4779,3,"Geneva, Boulevard Carl-Vogt",2589,46.2008017,6.1312276,geneva
4780,2,"Cointrin, Avenue Louis-Casaï 80",1569,46.2258285,6.1066341,geneva
4781,4.5,"Geneva, Av. du Mail 10",2900,46.1993270,6.1392141,geneva
4782,6,"Petit-Lancy, Chemin de la Bâtie 7",3000,46.1969367,6.1213747,geneva
4783,7,"Chambésy, route de Pregny 29BIS",5150,46.2349301,6.1412981,geneva
4784,N/A,"1201 Geneva, Contact agency for the address",2200,46.2104434,6.1406716,geneva
4785,8.5,"Geneva, Route de Malagnou 54-54Bis",7000,46.1964590,6.1640664,geneva
4786,5,"Cointrin, Chemin des Coudriers 11",2500,46.2214534,6.1158497,geneva
4787,2.5,"Geneva, Rue de Contamines 19",2500,46.1955881,6.1559486,geneva
4788,2,"Geneva, Rue Jean-Dassier 9",2025,46.2085220,6.1386194,geneva
4789,5,"Bernex, Chemin de Champ-Fleury 7 et 9",3300,46.1634806,6.0586067,geneva
4790,5,"Geneva, Avenue Henri-Dunant 3",2650,46.1975144,6.1422341,geneva
4791,5.5,"Geneva, Avenue De-Luserna",3750,46.2124190,6.1278134,geneva
4792,4,"Geneva, Rue de Saint-Jean 32a",4390,46.2045044,6.1286832,geneva
4793,5,"1201 Geneva, Contact agency for the address",4700,46.2133836,6.1410521,geneva
4794,6.5,"Geneva, Avenue Peschier 2",6000,46.1930010,6.1548225,geneva
4795,5,"1205 Geneva, Contact agency for the address",4300,46.1884865,6.1421934,geneva
4796,2,"Carouge GE, Route de Saint Julien 12",1460,46.1794857,6.1375057,geneva
4797,5.5,"Geneva, Parc du Château-Banquet 26",3950,46.2182243,6.1488028,geneva
4798,5,"Geneva, ch. de la Tourelle 6",4410,46.2238783,6.1254769,geneva
4799,3,"1290 Versoix, Contact agency for the address",2850,46.2877067,6.1657657,geneva
4800,2,"Geneva, Rue des Vieux-Grenadiers 2",2500,46.1985036,6.1388396,geneva
4801,4,"Geneva, Route de Frontenex 46",2270,46.2014635,6.1616343,geneva
4802,4,"Meyrin, Avenue de Mategnin 65",2284,46.2323382,6.0843381,geneva
4803,5,"Geneva, Rue Ferdinand-Hodler 11",3400,46.1996337,6.1545171,geneva
4804,1.5,"Geneva, Grand-Rue 5",1550,46.2024371,6.1448370,geneva
4805,3,"Geneva, Rue du Rhône 49",4210,46.2035627,6.1509576,geneva
4806,5,"1228 Plan-les-Ouates, Contact agency for the address",3670,46.1637797,6.1148012,geneva
4807,3,"Le Grand-Saconnex, 1218 Le Grand-Saconnex",2890,46.2309586,6.1233661,geneva
4808,3,"Chêne-Bougeries, Avenue des Cavaliers",2850,46.2031038,6.1841590,geneva
4809,7.5,"1292 Chambésy, Contact agency for the address",5700,46.2429791,6.1441802,geneva
4810,4,"1207 Geneva, Contact agency for the address",4500,46.2046076,6.1587586,geneva
4811,2.5,"Geneva, Rue de la Poterie 36",1500,46.2108791,6.1346469,geneva
4812,4,"Geneva, Rue des Pavillons 5Bis",4800,46.1966712,6.1392810,geneva
4813,6,"Geneva, Av. Pictet-de-Rochemont",4000,46.2025570,6.1573257,geneva
4814,5,"Châtelaine, Avenue de Châtelaine 87",2900,46.2107159,6.1121357,geneva
4815,5,"Le Grand-Saconnex, Route de Ferney 212",3675,46.2376424,6.1239142,geneva
4816,3,"Geneva, Rue Bovy - Lysberg 3+5",2687,46.2017092,6.1408409,geneva
4817,2.5,"Geneva, Rue Tabazan 3 A",2663,46.1989131,6.1484626,geneva
4818,3,"Geneva, Rue de la Cité 9",2290,46.2033331,6.1440298,geneva
4819,5.5,"Anières, Route d'Hermance 316",2900,46.2769000,6.2237316,geneva
4820,3,"Geneva, Rue Chabrey",2800,46.2160057,6.1291387,geneva
4821,3.5,"Geneva, 5, rue Jean-Ant.- Gautier",2490,46.2136588,6.1512088,geneva
4822,4.5,"1290 Versoix, Contact agency for the address",3350,46.2903989,6.1695201,geneva
