id;rooms;address;price;lat;lon;canton;url
243;3;La Chaux-de-Fonds, Rue du Nord 135;770;47.1027911;6.8210258;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/pro-immob-119/for-rent-apartment-2300-chaux-fonds-19500100402-1387312
244;4.5;La Chaux-de-Fonds, Rue Fritz-Courvoisier 21;1060;47.1043636;6.8352291;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/b2p-959/for-rent-apartment-2300-chaux-fonds-fritz21-45pcs-rez-1388464
245;4.5;La Chaux-de-Fonds, Rue du Locle 38;1360;47.0914207;6.8101210;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/naef-immobilier-chaux-fonds-121/appartement-1269232
246;3.5;Neuchâtel, Rue de la Perriere 11;1420;46.9833369;6.8999657;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/wincasa-siege-602/superb-modern-35-room-apartment-on-the-ground-floor-1272976
247;4;Neuchâtel, Rue de Dîme 56;1105;46.9985240;6.9315795;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/apleona-schweiz-ag-670/beautiful-bright-4-room-apartment-with-balcony-and-lake-view-1345744
248;3.5;La Chaux-de-Fonds, Neuve 12;925;47.1034223;6.8306951;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/bolliger-immobilier-111/apartment-near-the-market-square-1006997
249;2.5;La Chaux-de-Fonds, Place de la Gare 4a;1000;47.0990218;6.8259206;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/service-batiments-logement-1982/apartment-with-framework-place-gare-4a-25-room-apartment-1021589
250;4;La Chaux-de-Fonds, Rue Louis-Agassiz 8;1200;47.0971946;6.8121954;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/service-batiments-logement-1982/rue-louis-agassiz-8-2nd-east-apartment-1387157
251;4.5;Neuchâtel, Fbg du Lac 35;1870;46.9938083;6.9357079;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/wincasa-siege-602/spacious-45-room-apartment-in-the-heart-of-neuchatel-free-deposit-1387637
252;3;2416 Les Brenets, Contact agency for the address;1050;47.0685112;6.7040755;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/les-brenets/betterhomes-schweiz-ag-611/completely-renovated-1-net-rent-offered-1391765
253;1;Neuchâtel, Rue des Moulins 4;850;46.9919021;6.9285816;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/fidimmobil-118/for-rent-apartment-2000-neuchatel-1490409-1392053
254;2;La Chaux-de-Fonds, Biaufond 18;650;47.1137770;6.8430521;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/bolliger-immobilier-111/2-room-apartment-close-to-amenities-1190069
255;4.5;Neuchâtel, Rue des Vignolants 29;2135;47.0074654;6.9634204;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/helvetia-assurances-gerance-imobiliere-neuchatel-1223/would-you-like-to-live-in-renovated-apartment-1264181
256;4.5;Marin-Epagnier, Louis-de-Meuron 4;1600;47.0095463;6.9992783;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/marin-epagnier/naef-immobilier-neuchatel-115/beautiful-duplex-located-in-quiet-neighborhood-of-marin-1127765
257;5.5;Boudry, Rue Louis Favre 40;1600;46.9489145;6.8356898;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/boudry/patrimoine-gerance-125/magnificent-renovated-55-room-apartment-1128341
258;2;Le Locle, Malakoff 22;710;47.0603660;6.7567509;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/bolliger-immobilier-111/beautiful-bright-apartment-913685
259;3.5;Neuchâtel, Rue des Vignolants 6;1500;47.0076663;6.9644071;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/wincasa-siege-602/1st-net-rent-offered-renovated-35-room-apartment-with-free-deposit-1208789
260;2;La Chaux-de-Fonds, Doubs 129;498;47.1022326;6.8209940;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/gerance-charles-berset-136/00235-2-room-apartment-doubs-129-chaux-fonds-853781
261;N/A;La Chaux-de-Fonds, Léopold-Robert 61;880;47.1000584;6.8253608;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/gerance-charles-berset-136/05399-apartment-leopold-robert-61-chaux-fonds-1070261
262;1;2014 Bôle, Contact agency for the address;1550;46.9681725;6.8457817;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/bole/properti-ag-2229/modern-and-renovated-loft-in-bole-with-charm-view-and-sunshine-1366938
263;5.5;Le Locle, Chemin des Eroges 6;1450;47.0531640;6.7333820;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/hypoimmo-950/splendid-55-room-duplex-close-to-nature-in-locle-1367802
264;1.5;La Chaux-de-Fonds, Rue de la Charrière 73B;530;47.1126022;6.8355997;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/les-regisseurs-loeffel-1013/spacious-with-stunning-views-1009818
265;3;La Chaux-de-Fonds, Rue du Commerce 91;618;47.0935516;6.8188487;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/bolliger-immobilier-111/apartment-with-balcony-in-quiet-area-1368378
266;3;Cortaillod, Chemin Polonais 10;1225;46.9455960;6.8439671;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/cortaillod/naef-immobilier-neuchatel-115/appartement-1369818
267;3;Boudry, Avenue du Collège 11;1290;46.9497907;6.8389409;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/boudry/offidus-regie-immobiliere-124/02518-3-room-duplex-apartment-avenue-college-11-boudry-1370682
268;3;Neuchâtel, Rue de Grise-Pierre 9;1290;46.9855758;6.9091066;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/naef-immobilier-neuchatel-115/appartement-1375770
269;3.5;Neuchâtel, Rue des Parcs 111;1150;46.9914419;6.9170230;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/fidimmobil-118/for-rent-apartment-2000-neuchatel-3560502-1307034
270;4.5;La Chaux-de-Fonds, Numa-Droz 115;900;47.1135318;6.8389514;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/gerance-charles-berset-136/02702-the-first-2-months-of-net-rent-are-free-numa-droz-115-chaux-fonds-92922
271;3;La Chaux-de-Fonds, Crêt 16;650;47.1026343;6.8363013;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/bolliger-immobilier-111/nice-apartment-close-to-all-amenities-1108506
272;4.5;Neuchâtel, Place des Halles 8;2900;46.9905317;6.9280847;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/fidimmobil-118/for-rent-apartment-2000-neuchatel-g890301-1332282
273;2;Neuchâtel, Rue des Battieux 11;945;46.9834130;6.9015440;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/optigestion-services-immobiliers-126/1st-rent-free-1262586
274;3;La Chaux-de-Fonds, Rue des Fleurs 24;900;47.1080256;6.8328400;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/espace-habitat-1727/for-rent-3-room-apartment-on-the-2nd-floor-rue-fleurs-24-chaux-fonds-1335450
275;5;Boudry, Faubourg Philippe-Suchard 26;1850;46.9549554;6.8330737;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/boudry/optigestion-services-immobiliers-126/fully-renovated-5-room-apartment-1283226
276;1;Neuchâtel, Rue des Flandres 5;937;46.9904403;6.9288336;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/optigestion-services-immobiliers-126/studio-in-the-heart-of-downtown-1359738
277;5.5;Le Locle, Billodes 27;1370;47.0553101;6.7418951;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/bolliger-immobilier-111/beautiful-55-room-apartment-1145082
278;4.5;Colombier NE, Ruaux 4;2150;46.9699224;6.8640958;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/colombier-ne/eugene-herschdorfer-gerance-immobiliere-2515/new-45-room-apartment-1377823
279;2.5;La Chaux-de-Fonds, Résidence Helvétie 87;700;47.0891638;6.8194363;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/gerance-cpcn-2497/25-room-apartment-in-quiet-area-1378207
280;3.5;Le Locle, Rue des Jeannerets 17;840;47.0527111;6.7431306;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/fidimmobil-118/for-rent-apartment-2400-locle-h580302-1171519
281;3.5;La Chaux-de-Fonds, Avenue Léopold-Robert 23;1340;47.1020575;6.8292926;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/naef-immobilier-chaux-fonds-121/appartement-1318015
282;2.5;La Chaux-de-Fonds, Avenue Léopold-Robert 145b;1115;47.0951723;6.8177856;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/pro-immob-119/for-rent-apartment-2300-chaux-fonds-19080200203-1319455
283;3.5;La Chaux-de-Fonds, Rue du Progrès 4;1260;47.1070758;6.8296085;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/pro-immob-119/for-rent-apartment-2300-chaux-fonds-19420200101-1248895
284;3;Marin-Epagnier, Rue des Curtils 8;1060;47.0071576;7.0052775;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/marin-epagnier/fidimmobil-118/for-rent-apartment-2074-marin-epagnier-c650201-1338463
285;4;La Chaux-de-Fonds, Rue du Doubs 29;1100;47.1067534;6.8278328;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/bolliger-immobilier-111/magnificent-apartment-on-the-gable-of-the-building-1056703
286;4;Le Locle, Rue de France 9;950;47.0560675;6.7451626;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/hypoimmo-950/completely-renovated-4-room-apartment-in-locle-1353823
287;2.5;La Chaux-de-Fonds, Jacob-Brandt 78;1090;47.0941866;6.8200762;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/fidimmobil-118/for-rent-apartment-2300-chaux-fonds-h470003-1355743
288;4.5;La Chaux-de-Fonds, Croix Fédérale 44;1435;47.1055744;6.8428965;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/wincasa-siege-602/spacious-45-room-apartment-with-stunning-views-free-deposit-433028
289;2;La Chaux-de-Fonds, Rue de Bel-Air 14;650;47.1077933;6.8301571;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/gerance-charles-berset-136/05704-2-room-apartment-rue-bel-air-14-chaux-fonds-1223012
290;4;Le Locle, France 29;500;47.0584552;6.7478713;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/peruccio-gerance-1335/france-29-4-room-apartment-1233380
291;3;Buttes, Possena 1;650;46.8891296;6.5519735;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/buttes/reysus-gerance-1551/possena-1-in-buttes-3-rooms-on-the-1st-floor-1306244
292;4.5;La Chaux-de-Fonds, Rue du Locle 38;1468;47.0914207;6.8101210;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/naef-immobilier-chaux-fonds-121/appartement-1306916
293;4;Le Locle, Rue de la Côte 12;900;47.0573391;6.7465833;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/hypoimmo-950/bright-4-room-apartment-in-the-city-center-1313636
294;3.5;2300 La Chaux-de-Fonds, Contact agency for the address;1250;47.1177387;6.8398871;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/betterhomes-schweiz-ag-611/bathed-in-light-spacious-and-brand-new-1392356
295;3;La Chaux-de-Fonds, Biaufond 18;890;47.1153890;6.8461472;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/bolliger-immobilier-111/beautiful-bright-apartment-1191620
296;3;La Chaux-de-Fonds, Parc 81;950;47.0994474;6.8223103;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/gerance-charles-berset-136/00900-3-bedroom-apartment-park-81-chaux-fonds-263108
297;3;Le Locle, Rue des Jeanneret 49;615;47.0507093;6.7391197;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/bd-gerance-bienne-1756/35-room-apartment-for-rent-in-locle-1276772
298;1;Neuchâtel, Chavannes 19;747;46.9928527;6.9294473;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/rt-immo-712/renovated-studio-in-the-city-center-1357988
299;4;Neuchâtel, Avenue du Vignoble 2;2008;47.0059115;6.9570896;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/naef-immobilier-neuchatel-115/appartement-1383273
300;3.5;Le Locle, Rue du Crêt-Vaillant 9;800;47.0610524;6.7537981;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/bolliger-immobilier-111/magnificent-accommodation-with-nice-and-large-kitchen-883785
301;3.5;La Chaux-de-Fonds, rue de la Charrière 68;1000;47.1085658;6.8312196;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/ellipsis-710/beautiful-35-room-apartment-1314825
302;3;La Chaux-de-Fonds, Rue du Commerce 107;820;47.0923500;6.8170270;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/service-batiments-logement-1982/completely-renovated-apartment-rue-commerce-107-4th-center-apartment-1028361
303;4.5;La Brévine, Village 170;1200;46.9795739;6.6067473;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/brevine/hypoimmo-950/45-room-apartment-in-brevine-1388745
304;2;La Chaux-de-Fonds, Rue de la Tuilerie 12;750;47.1116079;6.8331896;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/service-batiments-logement-1982/rue-tuilerie-12-upper-ground-floor-apartment-center-1318569
305;2.5;La Chaux-de-Fonds, Avenue Léopold-Robert 145b;1025;47.0951723;6.8177856;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/pro-immob-119/for-rent-apartment-2300-chaux-fonds-19080200306-1325289
306;3.5;La Chaux-de-Fonds, Chemin Fantaisie 4;1490;47.0941649;6.8250720;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/gerance-cpcn-2497/very-beautiful-35-room-apartment-completely-new-with-balcony-loggia-1289001
307;2;Le Locle, Georges-Perrenoud 36;660;47.0635657;6.7578519;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/wohnplus-ag-2710/renovated-ideal-location-1374670
308;1;Cortaillod, Chemin de Pré-Gaillard 8;680;46.9515097;6.8520298;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/cortaillod/ribaux-von-kessel-services-immobiliers-117/apartment-in-cortaillod-with-neighborhood-view-803662
309;3.5;Le Landeron, Route de la Neuveville 43 B;1200;47.0581229;7.0731016;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/landeron/naef-immobilier-neuchatel-115/2-weeks-of-net-rent-free-beautiful-35-room-apartment-with-balcony-in-landeron-1319758
310;4.5;Neuchâtel, Rue du Musée 7;2385;46.9892338;6.9301809;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/fidimmobil-118/for-rent-apartment-2000-neuchatel-6510301-397582
311;3.5;Les Brenets, Grand'Rue 9;1270;47.0679993;6.7049912;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/les-brenets/pro-immob-119/for-rent-apartment-2416-les-brenets-90620100301-1258798
312;4.5;Le Locle, J.-F.-Houriet 5;830;47.0604855;6.7550152;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/gerance-charles-berset-136/05600-4-room-apartment-j-f-houriet-5-locle-1117006
313;4.5;Neuchâtel, Rue du Tertre 10;2295;46.9943795;6.9304387;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/littoral-gerance-127/45-room-apartment-on-the-3rd-floor-1191598
314;4.5;La Chaux-de-Fonds, Grenier 26;820;47.1011502;6.8315568;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/gerance-charles-berset-136/04760-first-net-rent-free-attic-26-chaux-fonds-857038
315;3.5;La Chaux-de-Fonds, Rue de la Serre 96;930;47.0985835;6.8214217;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/patrimoine-gerance-125/renovated-35-room-apartment-1367507
316;3.5;Boudry, Passage Blaise Cendrars 23;1480;46.9566160;6.8382230;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/boudry/livit-ag-real-estate-management-675/comfort-and-tranquility-in-green-area-151379
317;4;Le Locle, Envers 48;980;47.0556607;6.7474111;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/fidimmobil-118/for-rent-apartment-2400-locle-3620101-873011
318;1;Neuchâtel, Rue de l'Ecluse 38;890;46.9926972;6.9249269;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/fidimmobil-118/for-rent-apartment-2000-neuchatel-e740250-1311635
319;4;Areuse, Chemin des Pinceleuses 2;1540;46.9527727;6.8536500;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/areuse/fidimmobil-118/for-rent-apartment-2015-areuse-3750101-1385555
320;3;Gorgier, Clos-Dessous 2;1110;46.9026972;6.7821222;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/gorgier/offidus-regie-immobiliere-124/00875-3-room-apartment-clos-dessous-2-gorgier-454259
321;5.5;La Chaux-de-Fonds, rue Fritz-Courvoisier 21;1230;47.1043636;6.8352291;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/b2p-959/55-room-duplex-apartment-in-chaux-fonds-1386131
322;3.5;Neuchâtel, Route des Gorges-du-Seyon 2;1180;46.9896187;6.9068381;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/fidimmobil-118/for-rent-apartment-2000-neuchatel-f130201-1387763
323;4.5;Boudry, Route de la Gare 13;1600;46.9544579;6.8355328;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/boudry/optigestion-services-immobiliers-126/beautiful-45-room-apartment-completely-renovated-1393331
324;3.5;Le Locle, Rue des Cardamines 17;920;47.0506547;6.7521019;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/gerofinance-agences-location-2217/bright-35-room-apartment-with-balcony-1352531
325;3;La Chaux-de-Fonds, Rue du Bois-Noir 41;800;47.0925580;6.8074303;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/littoral-gerance-127/for-rent-3-room-apartment-on-the-2nd-floor-1288787
326;3.5;Peseux, Rue du Tombet 14;1690;46.9853606;6.8948708;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/peseux/bolliger-immobilier-111/splendid-high-standard-accommodation-1374744
327;2.5;La Chaux-de-Fonds, Avenue Léopold-Robert 145b;1045;47.0951723;6.8177856;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/pro-immob-119/for-rent-apartment-2300-chaux-fonds-19080200003-1319448
328;4.5;Neuchâtel, Rue des Vignolants 31;1945;47.0076189;6.9637700;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/helvetia-assurances-gerance-imobiliere-neuchatel-1223/treat-yourself-to-accommodation-with-lake-view-1325688
329;4.5;2206 Les Geneveys-sur-Coffrane, Contact agency for the address;1500;47.0226843;6.8569910;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/les-geneveys-coffrane/classicus-real-estate-1037/sublime-45-room-apartment-for-rent-1335768
330;3;La Chaux-de-Fonds, Rue du Nord 52;940;47.1070614;6.8269223;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/naef-immobilier-chaux-fonds-121/beau-logement-lumineux-balcon-jardin-commun-1127640
331;3.5;Neuchâtel, Rue Jean-Jacques-Lallemand 1;1750;46.9925891;6.9354871;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/service-gerance-logement-ville-neuchatel-2648/35-room-apartments-1345656
332;3.5;Neuchâtel, Rue de Dîme 56;1135;46.9968339;6.9376803;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/apleona-schweiz-ag-670/bright-3-room-apartment-with-balcony-and-lake-view-1345752
333;3;La Chaux-de-Fonds, Paix 85;1100;47.1157745;6.8472773;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/bolliger-immobilier-111/beautiful-3-room-apartment-next-to-the-station-1290072
334;4;Neuchâtel, Rue de l'Ecluse 61;1300;46.9922168;6.9218108;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/naef-immobilier-neuchatel-115/renovated-4-room-apartment-just-steps-from-downtown-1223005
335;3;La Chaux-de-Fonds, Rue Cernil-Antoine 9;730;47.0973880;6.8148708;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/fidimmobil-118/for-rent-apartment-2300-chaux-fonds-h271074-526141
336;3;La Chaux-de-Fonds, Rue Blaise-Cendrars 2;810;47.0904848;6.8054620;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/bolliger-immobilier-111/beautiful-accommodation-with-magnificent-view-1175965
337;2;Peseux, Grand'Rue 41;1000;46.9879809;6.8901867;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/peseux/service-gerance-logement-ville-neuchatel-2648/2-room-apartment-1391197
338;3;Cormondrèche, Grand-Rue 21;1400;46.9805710;6.8707658;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/cormondreche/naef-immobilier-neuchatel-115/coeur-village-cormondrche-proche-commodites-1343869
339;1.5;Le Locle, Henry-Grandjean 7;350;47.0559848;6.7475999;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/gerance-cpcn-2497/ideal-apartment-for-students-1358653
340;3.5;La Chaux-de-Fonds, Numa-Droz 11;1050;47.1057223;6.8295826;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/fidimmobil-118/for-rent-duplex-two-level-2300-chaux-fonds-d050001-1233314
341;4.5;Auvernier, Chasselas 9;1590;46.9810663;6.8793571;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/auvernier/regie-immobiliere-jouval-113/magnificent-45-room-apartment-in-milvignes-with-lovely-view-of-the-lake-1378658
342;4.5;La Chaux-de-Fonds, Rue des Tourelles 21;4000;47.1020928;6.8180026;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/coucouco-2484/architectural-gem-with-period-charm-1092674
343;4;Le Locle, Bellevue 25;1050;47.0567710;6.7417307;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/naef-immobilier-chaux-fonds-121/exceptionnel-atypique-superbe-4-pieces-poutres-apparentes-1166498
344;3.5;Le Locle, Henry-Grandjean 7;650;47.0559848;6.7475999;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/gerance-cpcn-2497/apartment-located-in-the-city-center-close-to-amenities-1383842
345;3;La Chaux-de-Fonds, Rue Jardinière 77;950;47.1000799;6.8225986;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/grand-chasseral-immo-698/3-room-apartment-for-rent-well-located-and-close-to-amenities-1390850
346;4.5;Le Landeron, Route de la Neuveville 43 A;1290;47.0606046;7.0771858;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/landeron/naef-immobilier-neuchatel-115/45-room-apartment-on-the-ground-floor-1319714
347;2;Areuse, Chemin des Isles 7;790;46.9533843;6.8520600;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/areuse/optigestion-services-immobiliers-126/2-room-apartment-1391810
348;2.5;St-Blaise, Rue de la Musinière 9;1200;47.0114097;6.9915787;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/st-blaise/gpc-gerance-ppe-courtage-1582/rue-musiniere-9-st-blaise-25-room-apartment-on-the-2nd-floor-1331906
349;2;La Chaux-de-Fonds, Rue du Progrès 99a;940;47.1010383;6.8214184;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/ellipsis-710/charming-renovated-2-room-apartment-1269986
350;1;Neuchâtel, rue de la Dîme 72;400;47.0102435;6.9658544;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/service-gerance-logement-ville-neuchatel-2648/studio-on-the-3rd-floor-1346978
351;4.5;La Chaux-de-Fonds, Numa-Droz 7;1160;47.1059419;6.8299124;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/bolliger-immobilier-111/-1353794
352;5;Neuchâtel, Rue de Tivoli;1860;46.9835658;6.9062123;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/littoral-gerance-127/5-room-apartment-on-the-2nd-floor-1366983
353;3.5;Peseux, Corcelles 9;1400;46.9858306;6.8853634;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/peseux/fidimmobil-118/for-rent-apartment-2034-peseux-f360003-1376775
354;3.5;La Chaux-de-Fonds, Rue de la Charrière 64;1180;47.1114749;6.8344140;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/pro-immob-119/for-rent-apartment-2300-chaux-fonds-23320300101-1376967
355;3;La Chaux-de-Fonds, Hôtel-de-Ville 6;1100;47.1031716;6.8329075;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/gpc-gerance-ppe-courtage-1582/hotel-ville-6-chaux-fonds-744231
356;2.5;La Chaux-de-Fonds, Avenue Léopold-Robert 145b;950;47.0951723;6.8177856;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/pro-immob-119/for-rent-apartment-2300-chaux-fonds-19080200208-1319463
357;4.5;La Chaux-de-Fonds, Helvétie 77;1250;47.0900010;6.8184450;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/wincasa-siege-602/spacious-45-room-apartment-rental-with-free-deposit-245223
358;5.5;Neuchâtel, Rue de l'Evole 108;3010;46.9866002;6.9135469;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/gerance-cpcn-2497/fully-renovated-55-room-apartment-1393191
359;4;Neuchâtel, Chemin des Carrels 26;1350;46.9904492;6.8991487;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/naef-immobilier-neuchatel-115/bel-appartement-renove-recemment-magnifique-vue-lac-1324359
360;3;La Chaux-de-Fonds, Louis Agassiz 5;810;47.0970877;6.8126392;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/service-batiments-logement-1982/louis-agassiz-5-apartment-on-the-2nd-floor-west-753255
